,ID,Nodes,ref,power,wires,cables,voltage,circuits,operator,frequency,abandoned:power,line,note,name,layer,location,source,abandoned,disused,created_by,building,substation,source:name,addr:city,short_name,addr:street,addr:suburb,addr:country,addr:postcode,addr:housenumber,generator:source,access,barrier,old_name,contact:phone,ele,start_date,description,generator:method,generator:output,generator:output:cold,generator:output:heat,generator:output:steam,generator:output:electricity,roof:shape,wikidata,gas_insulated,addr:inclusion,building:levels,bridge,height,addr:housename,disused:power,service,gez,fixme,ref:Vattenfall,razed:substation,vehicle,voltage:primary,voltage:secondary,area,railway:ref,roof:colour,official_name,building:material,building:design:note,landuse,plant:method,plant:source,plant:output:hot_water,plant:output:electricity,foot,bicycle,vattenfall_ref,roof:levels,generator:output:hot_water,roof:material,building:colour,generator:type,ref:lda,heritage,lda:criteria,heritage:operator,man_made,street_cabinet,planned,plant:output:heat,seamark:cable_submarine:category,seamark:type,seamark:pipeline_submarine:category,seamark:pipeline_submarine:name,facility,building:part,wikipedia,source:geometry,generator:place,building:name,check_date,rev,demolished:power,demolished:building,demolished:operator,transformer,disused:rating,disused:voltage,disused:substation,disused:building,support,abandoned:building,abandoned:substation,colour,mapillary
872,815740005,"['7618526172', '7618526094', '7618474162', '7618526117', '7618526172']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS Berlin - Gebäude und Gebäudeteile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
873,816044798,"['7621256502', '7621256503']", ,line, ,3, , , ,50, ,busbar, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
874,816337411,"['7624173251', '470202319', '7624173256']", ,line, , ,0, , ,50, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
875,816337418,"['7624173279', '470202321', '7624173266']", ,line, , ,0, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
876,816361433,"['7624342736', '7624342734', '7624342741']", ,line, , ,0, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
877,817477686,"['7634652434', '7634652437', '7634652438']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
878,817477687,"['7634652433', '7634652439', '7634652440']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
879,817477688,"['7634652436', '7634652441', '7634652442']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
880,817477689,"['7634652435', '7634652443', '7634652444', '7634652445']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
881,817477690,"['2295311242', '496071875', '2295311239']", ,line, , ,0, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
882,817477695,"['7634652446', '7634652460', '7634652461']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
883,817477696,"['7634652447', '7634652463', '7634652462']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
884,817477697,"['7634652449', '7634652464', '7634652465']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
885,817477698,"['7634652450', '7634652466', '7634652467']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
886,818780549,"['7646426846', '7646426845', '7646426844', '7646426843', '7646426846']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
887,827023332,"['7721098942', '7721098941', '7721098940', '7721098939', '7721098942']",52426,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
888,831797328,"['7765728136', '7765728135', '7765728134', '7765728133', '7765728136']",56406,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
889,839662141,"['7835287094', '7835287095', '7835287096', '7835287097', '7835287094']", , , , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
890,841493032,"['7851304267', '7851304268', '7851304269', '7851304270', '7851304267']", ,substation, , , , , , , , , , , , , , , , ,service, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
891,850135807,"['7931391280', '7931391279', '7931391278', '7931391277', '7931391280']", ,substation, , , , ,DB Energie GmbH, , , , , , , , , , , ,service, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
892,851321032,"['7940232972', '7940232971', '7940232970', '7940232969', '7940232972']", ,substation, , , , , , , , , , , , , , , , ,service, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
893,852173471,"['7948865031', '7948865032', '7948865033', '7948865034', '7948865031']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
894,856958885,"['7989867019', '7989867017', '7989867018', '7989867020', '7989867019']", ,transformer, , , , , , , , , , , , , , , , ,service, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
895,863348538,"['8042618323', '8042618320', '8042618321', '8042618322', '8042618323']", ,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
896,866068198,"['8072409284', '8072409281', '8072409282', '8072409283', '8072409284']", ,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
897,872220810,"['8123881732', '8123881733', '8123881731', '8123881734', '8123881732']",N35161,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , ,gray, 
898,872928042,"['8128792978', '8128792977', '8128792976', '8128792975', '8128792978']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
899,875163702,"['8146240362', '8146240361', '8146240360', '8146240359', '8146240362']", , , , , , , , , , , , , , , , , , ,service, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
900,875905926,"['8152388442', '8152388439', '8152388440', '8152388441', '8152388442']",62304,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
901,881094057,"['8194917381', '8194917378', '8194917379', '8194917380', '8194917381']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
902,904637005,"['8401358674', '8401358675', '8401358676', '8401358677', '8401358674']", ,substation, , , , , , , , , , , , , , , , , ,generation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,DNaqzUDoOQMQ9YM1O63XZu
903,905587915,"['8409861048', '8409861045', '8409861046', '8409861047', '8409861048']",52451,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
904,908878607,"['8439023639', '8439023636', '8439023637', '8439023638', '8439023639']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
905,913965495,"['8490056167', '8490056161', '8490056170', '8490056163', '8490056167']", ,substation, , , , , , , , , , , ,indoor, , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
906,914066671,"['8490920399', '8490920400', '8490920401', '8490920402', '8490920399']", ,substation, , , , , , , , , , , , , , , , ,yes,rail, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
907,916075919,"['8508795415', '8508795416', '8508795417', '8508795418', '8508795415']", ,traction, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
908,921499852,"['8555260006', '8555260007', '8555260008', '8555260009', '8555260006']",N79181,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
909,922618926,"['8565029971', '1397164184', '8565029969', '8565029970', '8565029971']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
910,928846892,"['8614758557', '3564543705', '8614758556', '8614758555', '8614758557']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
911,929269487,"['8618000461', '8618000462', '8618000458', '8618000459', '8618000461']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
912,945954995,"['1756730817', '59419701']",765;767, ,single,3,110000, ,Stromnetz Berlin,50,line, , ,765;767 (MOW-BUH), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
913,945954996,"['59419701', '1756730818']",765;767, ,single,3,110000, ,Stromnetz Berlin,50,line, , ,765;767 (MOW-BUH), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
914,946023389,"['8757840998', '8757840999', '8757841000', '8757841001', '8757840998']", ,substation, , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
915,950016902,"['8794913757', '8794913758', '8794913759', '8794913760', '8794913757']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
916,957691193,"['8861496945', '8861496942', '8861496943', '8861496944', '8861496945']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
917,957879375,"['8863258661', '8863258660', '8863258659', '8863258658', '8863258661']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
918,957891410,"['8863347983', '8863347982', '8863347981', '8863347980', '8863347983']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
919,960980485,"['8889628305', '8889628303', '1650329179', '8889628304', '8889628305']",N34196,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
920,964160374,"['8918179176', '8918179177', '8918179178', '8918179179', '8918179176']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
921,964819563,"['8925306085', '8925306086', '8925306087', '8925306088', '8925306085']", ,substation, , , , , , , , , , , ,outdoor, , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
922,965992713,"['8936457024', '8936457023', '8936457019']", ,cable, ,3,380000, , ,50, , , , , ,indoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
923,965992714,"['8936457020', '8936457021', '8936457022']", ,cable, ,3,380000, , ,50, , , , , ,indoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
924,965992715,"['8936457026', '8936457025', '8936457018']", ,cable, ,3,380000, , ,50, , , , , ,indoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
925,967013544,"['8946558648', '8946558649', '8946558650', '8946558651', '8946558648']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
926,971419373,"['8990680393', '8990680392', '8990680391', '963961731', '8990680393']", ,substation, , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , 
